apprehension_date,apprehension_state,apprehension_aor,final_program,final_program_group,apprehension_method,apprehension_criminality,case_status,case_category,departed_date,departure_country,final_order_yes_no,final_order_date,birth_year,citizenship_country,gender,apprehension_site_landmark,unique_identifier,apprehension_date_time,duplicate_likely,file_original,sheet_original,row_original
2025-06-26,NEW YORK,New York City Area of Responsibility,Non-Detained Docket Control,ICE,Non-Custodial Arrest,3 Other Immigration Violator,3-Voluntary Departure Confirmed,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-09-24,GUATEMALA,NO,,1982,GUATEMALA,Female,"NDD - 26 FEDERAL PLAZA NY, NY",3ca0dbaf6c271c49ebc6a2c2b3882882e10d9676,2025-06-26 16:41:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,88001
2025-06-26,NEW YORK,New York City Area of Responsibility,Non-Detained Docket Control,ICE,Non-Custodial Arrest,3 Other Immigration Violator,3-Voluntary Departure Confirmed,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-09-19,COLOMBIA,NO,,1973,COLOMBIA,Male,"NDD - 26 FEDERAL PLAZA NY, NY",573287c6d5742f1f5fa3629fec40f350d9ba6114,2025-06-26 16:44:37 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,126620
2025-06-26,NEW YORK,New York City Area of Responsibility,Non-Detained Docket Control,ICE,Non-Custodial Arrest,3 Other Immigration Violator,ACTIVE,[8C] Excludable / Inadmissible - Administrative Final Order Issued,,,YES,2025-07-23,1995,MOROCCO,Male,"NDD - 26 FEDERAL PLAZA NY, NY",b0e52e3dda11cd07ae8cdad9fbaba4d0a7eb22e2,2025-06-26 16:55:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,256781
2025-06-26,NEW YORK,New York City Area of Responsibility,Non-Detained Docket Control,ICE,Non-Custodial Arrest,3 Other Immigration Violator,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,1996,VIETNAM,Male,"NDD - 26 FEDERAL PLAZA NY, NY",f09e4e3acf45a65828047469429d64273c506c3f,2025-06-26 16:57:58 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,349359
2025-06-26,NEW YORK,New York City Area of Responsibility,Alternatives to Detention,ICE,Non-Custodial Arrest,3 Other Immigration Violator,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-06-30,COLOMBIA,YES,2024-02-08,1979,COLOMBIA,Female,"NDD - 26 FEDERAL PLAZA NY, NY",fd006a966d039ff3fa81c12c199ce6bf58aef238,2025-06-26 16:58:24 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,367280
2025-06-26,NEW YORK,New York City Area of Responsibility,Fugitive Operations,ICE,Probation and Parole,1 Convicted Criminal,ACTIVE,[8C] Excludable / Inadmissible - Administrative Final Order Issued,,,YES,2025-09-09,1967,EL SALVADOR,Male,"CIP GENERAL AREA, NON-SPECIFIC",af75b0cc2ad22fc2d0c52050ed4286dbd62a2fa6,2025-06-26 17:00:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,254756
2025-06-26,NEW YORK,New York City Area of Responsibility,Fugitive Operations,ICE,Non-Custodial Arrest,2 Pending Criminal Charges,A-Proceedings Terminated,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,1997,VENEZUELA,Male,"NDD - 26 FEDERAL PLAZA NY, NY",783e6da1ba9f2dec4505f1cff1d305158062bcdb,2025-06-26 17:00:47 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,174622
2025-06-26,NEW YORK,New York City Area of Responsibility,Fugitive Operations,ICE,Probation and Parole,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-07-23,EL SALVADOR,YES,2025-07-10,1988,EL SALVADOR,Male,"CIP GENERAL AREA, NON-SPECIFIC",da76a19a8b4e3083176cdbf1117686f799bf84c9,2025-06-26 17:20:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,317375
2025-06-26,NEW YORK,New York City Area of Responsibility,ERO Criminal Alien Program,ICE,Located,1 Convicted Criminal,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,1982,UKRAINE,Male,"CIP GENERAL AREA, NON-SPECIFIC",3554529aa0cca3dd17d9dc142b031878f3a871b2,2025-06-26 17:50:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,77496
2025-06-26,NEW YORK,New York City Area of Responsibility,Fugitive Operations,ICE,Located,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-08-11,GUATEMALA,YES,2008-01-17,1982,GUATEMALA,Male,"CIP GENERAL AREA, NON-SPECIFIC",84e7c30fdb8ef88a4d8396da32b0ff6af627d03d,2025-06-26 18:00:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,192844
2025-06-26,NEW YORK,New York City Area of Responsibility,Alternatives to Detention,ICE,Located,3 Other Immigration Violator,ACTIVE,[8C] Excludable / Inadmissible - Administrative Final Order Issued,,,YES,2023-10-18,1982,RUSSIA,Female,"NDD - 26 FEDERAL PLAZA NY, NY",d0483064f18094924c4a132cf21942b4374ece44,2025-06-26 18:04:18 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,302492
2025-06-26,NEW YORK,New York City Area of Responsibility,Alternatives to Detention,ICE,Non-Custodial Arrest,3 Other Immigration Violator,ACTIVE,[8C] Excludable / Inadmissible - Administrative Final Order Issued,,,YES,2024-08-13,1981,UZBEKISTAN,Male,"NDD - 26 FEDERAL PLAZA NY, NY",500635763c4b5b2ddeed0503898862d32ea71712,2025-06-26 18:13:09 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,116240
2025-06-26,NEW YORK,New York City Area of Responsibility,Alternatives to Detention,ICE,Located,3 Other Immigration Violator,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-07-11,PERU,YES,2024-01-17,1979,PERU,Female,"NDD - 26 FEDERAL PLAZA NY, NY",d4225c7fffd99166c1e8ae61aa3f093d1f891d95,2025-06-26 18:23:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,308240
2025-06-26,NEW YORK,New York City Area of Responsibility,Non-Detained Docket Control,ICE,Other efforts,2 Pending Criminal Charges,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,1998,SENEGAL,Male,NON-DETAINED AND JUVENILE,9f1aebdb2562472204041a2dfbb8d7e7ae67cbc7,2025-06-26 18:32:52 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,230942
2025-06-26,NEW YORK,New York City Area of Responsibility,ERO Criminal Alien Program,ICE,Other efforts,3 Other Immigration Violator,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-08-24,GEORGIA,YES,2025-08-04,1985,GEORGIA,Male,"NDD - 26 FEDERAL PLAZA NY, NY",d0f11e21f7ba2451e45b8e978fa437294d510a36,2025-06-26 18:45:18 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,303519
2025-06-26,NEW YORK,New York City Area of Responsibility,Non-Detained Docket Control,ICE,Other efforts,3 Other Immigration Violator,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-08-24,GEORGIA,YES,2025-08-04,1996,GEORGIA,Male,"NDD - 26 FEDERAL PLAZA NY, NY",e87434b6f62a084dc535b1e57d7eb700bf03cfa8,2025-06-26 18:57:52 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,337698
2025-06-26,NEW YORK,New York City Area of Responsibility,Fugitive Operations,ICE,Non-Custodial Arrest,3 Other Immigration Violator,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-08-13,VENEZUELA,YES,2025-07-24,1994,VENEZUELA,Male,"NDD - 26 FEDERAL PLAZA NY, NY",921d997c6e7bd0635082eaabe2f5f0d26bc9df32,2025-06-26 19:37:53 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,212037
2025-06-26,NEW YORK,New York City Area of Responsibility,Fugitive Operations,ICE,Other efforts,3 Other Immigration Violator,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-08-19,ECUADOR,YES,2025-08-12,1990,ECUADOR,Male,"NDD - 26 FEDERAL PLAZA NY, NY",f8e2e1b6ad44d783b1a6a0a1e20b3c3d5bb8ac57,2025-06-26 20:09:38 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,361195
2025-06-26,NEW YORK,New York City Area of Responsibility,Fugitive Operations,ICE,Non-Custodial Arrest,3 Other Immigration Violator,ACTIVE,[2A] Deportable - Under Adjudication by IJ,,,NO,,1994,JAMAICA,Male,FUGITIVE OPERATIONS NY STATE,8f4bc885948b43d9eef404bc10e5f2fa26ee53d1,2025-06-26 20:22:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,208000
2025-06-26,NEW YORK,New York City Area of Responsibility,Non-Detained Docket Control,ICE,Other efforts,3 Other Immigration Violator,ACTIVE,[2A] Deportable - Under Adjudication by IJ,,,NO,,1968,BANGLADESH,Male,"NDD - 26 FEDERAL PLAZA NY, NY",617152f08f66971b7e5b30a47eb3985d84985815,2025-06-26 20:59:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,141282
2025-06-26,NEW YORK,New York City Area of Responsibility,Fugitive Operations,ICE,Non-Custodial Arrest,3 Other Immigration Violator,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-08-19,ECUADOR,YES,2025-07-24,1989,ECUADOR,Female,"NDD - 26 FEDERAL PLAZA NY, NY",25d35895fcd5f0f00a58dfe59a467fa15c7f2042,2025-06-26 21:13:26 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,55059
2025-06-26,NEW YORK,New York City Area of Responsibility,Non-Detained Docket Control,ICE,Other efforts,3 Other Immigration Violator,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-08-19,ECUADOR,YES,2025-07-30,1991,ECUADOR,Male,"NDD - 26 FEDERAL PLAZA NY, NY",0c98c68cf7cfb671314d8b5a15dc824464efe827,2025-06-26 21:34:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,18301
2025-06-26,NEW YORK,New York City Area of Responsibility,Fugitive Operations,ICE,Non-Custodial Arrest,3 Other Immigration Violator,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-10-08,GEORGIA,YES,2025-08-07,1969,GEORGIA,Female,FUGITIVE OPERATIONS NY STATE,fc0bcfe66c905e22b2aef78824710fadc5850fb8,2025-06-26 22:11:39 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,365871
2025-06-27,NEW YORK,New York City Area of Responsibility,Non-Detained Docket Control,ICE,Non-Custodial Arrest,3 Other Immigration Violator,3-Voluntary Departure Confirmed,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-08-17,GUATEMALA,NO,,1991,GUATEMALA,Female,"NDD - 26 FEDERAL PLAZA NY, NY",7ed632b551d0bdfb6cdc2c7848e61614ebffc91c,2025-06-27 01:02:18 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,184164
2025-06-27,NEW YORK,New York City Area of Responsibility,Non-Detained Docket Control,ICE,Non-Custodial Arrest,3 Other Immigration Violator,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,2004,INDIA,Male,"NDD - 26 FEDERAL PLAZA NY, NY",fb243286e88e2a032d1c05b2fcd27f54e30196e9,2025-06-27 02:11:27 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,364472
2025-06-27,NEW YORK,Buffalo Area of Responsibility,ERO Criminal Alien Program,ICE,CAP Federal Incarceration,1 Convicted Criminal,ACTIVE,[3] Deportable - Administratively Final Order,,,YES,2025-07-16,1968,UNITED KINGDOM,Male,FEDERAL CORRECTIONAL INSTITUTE RAY BROOK,84c59fcfde1e0b7b8d6c8434eff6c9ce76ecf2c2,2025-06-27 06:25:16 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,192666
2025-06-27,NEW YORK,Buffalo Area of Responsibility,ERO Criminal Alien Program,ICE,CAP State Incarceration,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-07-04,MEXICO,YES,2025-04-22,1983,MEXICO,Male,WENDE CORRECTIONAL FACILITY,d1f5a798ef65fbb0bfb1c1ae966b73d8a3dd96ff,2025-06-27 07:05:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,304992
2025-06-27,NEW YORK,New York City Area of Responsibility,Fugitive Operations,ICE,Non-Custodial Arrest,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-09-11,ECUADOR,YES,2025-08-05,1987,ECUADOR,Male,"CIP GENERAL AREA, NON-SPECIFIC",280975dbecafe9fa9d1ea8a37be0662944c0be87,2025-06-27 07:15:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,58204
2025-06-27,NEW YORK,New York City Area of Responsibility,Fugitive Operations,ICE,Located,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-09-19,ECUADOR,YES,2018-06-11,1984,ECUADOR,Male,"CIP GENERAL AREA, NON-SPECIFIC",75b11723fd23c0ec4896db68880c16bdcfef6e62,2025-06-27 07:15:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,170771
2025-06-27,NEW YORK,New York City Area of Responsibility,Fugitive Operations,ICE,Non-Custodial Arrest,1 Convicted Criminal,3-Voluntary Departure Confirmed,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-08-16,GUATEMALA,NO,,1983,GUATEMALA,Male,"NBG GENERAL AREA, NON-SPECIFIC",62cb0470b5339031cc309a822a5923a011b281f9,2025-06-27 07:40:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,143210
2025-06-27,NEW YORK,New York City Area of Responsibility,Fugitive Operations,ICE,Located,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-10-06,GUATEMALA,YES,2025-09-23,1981,GUATEMALA,Unknown,"NBG GENERAL AREA, NON-SPECIFIC",2ecb78358f6908bf33fefd0c4caf9857f17f802e,2025-06-27 08:05:56 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,67843
2025-06-27,NEW YORK,Buffalo Area of Responsibility,Fugitive Operations,ICE,Non-Custodial Arrest,3 Other Immigration Violator,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,1984,ECUADOR,Female,ALBANY COUNTY,169138b9955bd67defb42555e5a365d09d664e9a,2025-06-27 08:12:24 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,32831
2025-06-27,NEW YORK,Buffalo Area of Responsibility,Fugitive Operations,ICE,Non-Custodial Arrest,1 Convicted Criminal,3-Voluntary Departure Confirmed,[8B] Excludable / Inadmissible - Under Adjudication by IJ,2025-08-26,ECUADOR,NO,,1988,ECUADOR,Male,SARATOGA COUNTY,e20588c22d996a3f44442c41ff82d99db89f47cd,2025-06-27 08:51:38 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,328236
2025-06-27,NEW YORK,Buffalo Area of Responsibility,Fugitive Operations,ICE,Non-Custodial Arrest,3 Other Immigration Violator,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,1983,ECUADOR,Male,ALBANY COUNTY,2db85646d89620bcf6ddeee5eda8d4cf463cd5d5,2025-06-27 08:54:55 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,66335
2025-06-27,NEW YORK,Buffalo Area of Responsibility,ERO Criminal Alien Program,ICE,Non-Custodial Arrest,3 Other Immigration Violator,3-Voluntary Departure Confirmed,[8A] Excludable / Inadmissible - Hearing Not Commenced,2025-07-04,GUATEMALA,NO,,2006,GUATEMALA,Male,ALBANY COUNTY,dd2f59897546089a7a34add96e2baf8139dfe109,2025-06-27 09:02:08 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,321332
2025-06-27,NEW YORK,Buffalo Area of Responsibility,ERO Criminal Alien Program,ICE,Non-Custodial Arrest,1 Convicted Criminal,3-Voluntary Departure Confirmed,[8B] Excludable / Inadmissible - Under Adjudication by IJ,2025-09-19,ECUADOR,NO,,1985,ECUADOR,Male,ALBANY COUNTY,e301a5bbe3e1cf8a651c7cc168aba47e1ed460d9,2025-06-27 09:11:37 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,329669
2025-06-27,NEW YORK,New York City Area of Responsibility,ERO Criminal Alien Program,ICE,Located,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-07-12,HONDURAS,YES,2019-10-17,1984,HONDURAS,Male,"CIP GENERAL AREA, NON-SPECIFIC",595d72e090dac93c9ac4df7e62b3378c0e52b974,2025-06-27 10:15:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,129741
2025-06-27,NEW YORK,Buffalo Area of Responsibility,Fugitive Operations,ICE,Non-Custodial Arrest,3 Other Immigration Violator,3-Voluntary Departure Confirmed,[8A] Excludable / Inadmissible - Hearing Not Commenced,2025-07-15,ECUADOR,NO,,2000,ECUADOR,Male,NIAGARA COUNTY,b2ae2f89ca8d03659412c8ad65ed3db63147770d,2025-06-27 10:16:37 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,259339
2025-06-27,NEW YORK,New York City Area of Responsibility,ERO Criminal Alien Program,ICE,Located,1 Convicted Criminal,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,2005,EL SALVADOR,Male,"CIP GENERAL AREA, NON-SPECIFIC",b29377b4004729cb38bf85d2429b53d317437e60,2025-06-27 10:35:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,259187
2025-06-27,NEW YORK,New York City Area of Responsibility,Fugitive Operations,ICE,Located,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-08-15,EL SALVADOR,YES,2025-08-06,2002,EL SALVADOR,Male,"NBG GENERAL AREA, NON-SPECIFIC",645ee44a6dab50553e8e1f544d95e50220172b07,2025-06-27 10:46:19 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,145582
2025-06-27,NEW YORK,New York City Area of Responsibility,ERO Criminal Alien Program,ICE,CAP Federal Incarceration,3 Other Immigration Violator,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,2001,MALI,Male,"NDD - 26 FEDERAL PLAZA NY, NY",a1e166fa19977cfd16c9d343e935cfc4b97ed10e,2025-06-27 11:51:13 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,235036
2025-06-27,NEW YORK,New York City Area of Responsibility,Fugitive Operations,ICE,Located,3 Other Immigration Violator,8-Excluded/Removed - Inadmissibility,[16] Reinstated Final Order,2025-10-04,HONDURAS,YES,2025-06-27,1988,HONDURAS,Male,"CIP GENERAL AREA, NON-SPECIFIC",67015cd09f803d39b0b20e4a72de4cf13b3e1437,2025-06-27 12:33:13 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,149330
2025-06-27,NEW YORK,New York City Area of Responsibility,Alternatives to Detention,ICE,Located,3 Other Immigration Violator,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-06-28,COLOMBIA,YES,2023-11-29,1994,COLOMBIA,Male,"NDD - 26 FEDERAL PLAZA NY, NY",0c1dce0e948c1bcedf761a7e6844d1d8ba5e928a,2025-06-27 12:52:21 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,17603
2025-06-27,NEW YORK,New York City Area of Responsibility,Alternatives to Detention,ICE,Non-Custodial Arrest,3 Other Immigration Violator,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-07-01,ECUADOR,YES,2022-07-11,1978,ECUADOR,Male,"NDD - 26 FEDERAL PLAZA NY, NY",c6bf8c9eeb4108cadc56990cc9bfd8df7ddc348c,2025-06-27 12:59:43 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,288756
2025-06-27,NEW YORK,Buffalo Area of Responsibility,Fugitive Operations,ICE,Non-Custodial Arrest,3 Other Immigration Violator,3-Voluntary Departure Confirmed,[8B] Excludable / Inadmissible - Under Adjudication by IJ,2025-07-23,GUATEMALA,NO,,1988,GUATEMALA,Male,ALBANY COUNTY,699755d09d5dc95fb1b02bfa3932aecb31d604b5,2025-06-27 13:03:54 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,153057
2025-06-27,NEW YORK,New York City Area of Responsibility,ERO Criminal Alien Program,ICE,CAP Federal Incarceration,3 Other Immigration Violator,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-08-14,VENEZUELA,YES,2025-06-27,1994,VENEZUELA,Male,FUGITIVE OPERATIONS NY STATE,d06dd3db987dff5d321fbc1ac604cd838097bc54,2025-06-27 14:16:19 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,302722
2025-06-27,NEW YORK,New York City Area of Responsibility,Fugitive Operations,ICE,Located,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-08-07,MEXICO,YES,2025-08-04,1989,MEXICO,Male,"CIP GENERAL AREA, NON-SPECIFIC",2f68641ca4f4239ec1197781e4be85c1bb04ad47,2025-06-27 14:48:09 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,68749
2025-06-27,NEW YORK,New York City Area of Responsibility,Non-Detained Docket Control,ICE,Non-Custodial Arrest,3 Other Immigration Violator,3-Voluntary Departure Confirmed,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-09-04,ECUADOR,NO,,1971,ECUADOR,Male,"NDD - 26 FEDERAL PLAZA NY, NY",a1b4e6831c1c546a36a1e5ba4f12bb348bb1b063,2025-06-27 15:00:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,234775
2025-06-27,NEW YORK,New York City Area of Responsibility,Non-Detained Docket Control,ICE,Non-Custodial Arrest,3 Other Immigration Violator,3-Voluntary Departure Confirmed,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-09-30,DOMINICAN REPUBLIC,NO,,1992,DOMINICAN REPUBLIC,Male,"NDD - 26 FEDERAL PLAZA NY, NY",597e460982e8afa88c3aa9fe7a32663c9b4d68f1,2025-06-27 15:03:00 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,129923
2025-06-27,NEW YORK,New York City Area of Responsibility,ERO Criminal Alien Program,ICE,CAP Federal Incarceration,3 Other Immigration Violator,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-08-14,VENEZUELA,YES,2025-06-27,1996,VENEZUELA,Male,FUGITIVE OPERATIONS NY STATE,964f074ceb801e9d0ff4ac902e97d5fa2a483f33,2025-06-27 15:07:31 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,218286
2025-06-27,NEW YORK,New York City Area of Responsibility,ERO Criminal Alien Program,ICE,Other efforts,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-09-12,MEXICO,YES,2025-09-10,1988,MEXICO,Male,NON-DETAINED and Juvenile,6d049e86e0411bb588405a194859f3d194e244c0,2025-06-27 16:06:19 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,157996
2025-06-27,NEW YORK,New York City Area of Responsibility,Non-Detained Docket Control,ICE,Other efforts,2 Pending Criminal Charges,3-Voluntary Departure Confirmed,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-08-06,COLOMBIA,NO,,1988,COLOMBIA,Male,"NDD - 26 FEDERAL PLAZA NY, NY",dd14bdf2d4b9e3ab16e4571580f2362aa1eaf736,2025-06-27 16:39:34 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,321174
2025-06-27,NEW YORK,New York City Area of Responsibility,Non-Detained Docket Control,ICE,Non-Custodial Arrest,3 Other Immigration Violator,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-10-02,ECUADOR,YES,2025-09-17,1985,ECUADOR,Male,"NDD - 26 FEDERAL PLAZA NY, NY",21f9879df37e0554e25a4c8f4a73e7ab7e6dee49,2025-06-27 16:43:10 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,49337
2025-06-27,NEW YORK,Buffalo Area of Responsibility,Fugitive Operations,ICE,Non-Custodial Arrest,2 Pending Criminal Charges,ACTIVE,[2A] Deportable - Under Adjudication by IJ,,,NO,,1982,BANGLADESH,Male,ERIE COUNTY,0331e5e01da23eaaaa20c6c126bbd3713324f7d7,2025-06-27 16:49:25 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,4691
2025-06-27,NEW YORK,New York City Area of Responsibility,Fugitive Operations,ICE,Located,2 Pending Criminal Charges,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-07-23,HONDURAS,YES,2004-12-30,1975,HONDURAS,Female,"CIP GENERAL AREA, NON-SPECIFIC",b93708ec81cc7d10a5bedc1be0d1d0bf1d2fdfb3,2025-06-27 16:59:29 UTC,FALSE,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,268964
